name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Runaway,Runaway (Piano Version),AURORA,1oKhOLQj9kU5W8asB5c1uW,2021-03-11,52,250040,0.342,0.609,0.278,8.17E-05,0.107,0.104,-9.349,0.0352,86.134,11,3,Sad
Runaway (U & I) - Dillon Francis Remix,Runaway (U & I) [Dillon Francis Remix],Galantis,5FHGdR2grg8WZIKr7CExs3,2014-12-15,45,213000,0.487,0.00197,0.867,0.00602,0.0968,0.403,-3.293,0.0543,160.048,10,4,Energetic
Rusted From the Rain,Billy Talent III,Billy Talent,0tzWCL2uhb2xQDWgG259nU,2009-09-22,47,254613,0.431,0.000481,0.858,7.65E-06,0.385,0.616,-3.533,0.0306,174.979,7,4,Energetic
Rylan,I Am Easy to Find,The National,18IyalmZGqUTwvZStMf7A1,2019-05-17,56,223853,0.609,0.403,0.789,0.0811,0.0446,0.717,-5.565,0.0468,144.047,11,4,Sad
Sad Corny Fuck,Hold It Together,JP Saxe,5YlHgqWo3Kt2mF88ubmR62,2020-02-07,55,220520,0.604,0.835,0.179,0,0.162,0.391,-15.383,0.0339,124.982,2,3,Sad
Sadness,Red Moon,Marynka,2aoxz8c3bHyDrZBhTKnTXh,2020-06-26,33,453804,0.35,0.991,0.0706,0.931,0.1,0.0877,-24.271,0.0441,102.507,5,4,Calm
Sahara Love - Seven Lions Remix,Sahara Love,Above & Beyond,6KjTXwntv8paBCL3El9TnV,2019-03-08,52,322892,0.275,0.0418,0.659,4.15E-05,0.079,0.149,-5.631,0.039,144.908,6,4,Energetic
Same Direction,The Reason,Hoobastank,7p5HBV5kqLgw0vK0lQ7eXM,2003-01-01,0,195293,0.401,0.00492,0.988,0,0.4,0.514,-3.308,0.0916,169.024,2,4,Energetic
Same Sea,Midnight Machines,Lights,6FRuWHPja7mwNx0kyxfQ61,2016-04-08,35,252680,0.589,0.866,0.369,0.00011,0.115,0.307,-9.633,0.0322,120.915,2,4,Calm
Samson,Begin to Hope (Special Edition),Regina Spektor,2bbhyUWJ5VjdfI3P4PRLu2,2006-06-13,51,189335,0.49,0.862,0.193,9.74E-06,0.113,0.184,-9.544,0.0421,89.154,11,4,Sad
Saving Daylight,Saving Daylight,Harvest Silence,0rDXZpaDpGMbT8ON1DxEtT,2020-05-01,52,206820,0.526,0.456,0.385,0.922,0.0935,0.212,-13.755,0.0296,120.008,0,4,Calm
Savior,Appeal To Reason,Rise Against,3asFGFY3uLjMDmML1p0tYm,2008-01-01,70,242280,0.339,0.0015,0.931,0.000142,0.425,0.467,-3.425,0.062,112.548,5,4,Energetic
Say Days Ago,The Used,The Used,0fcGdkaMVaJtPuYLB6bXRx,2002-06-25,40,197866,0.362,0.00022,0.979,0,0.459,0.195,-4.262,0.205,89.431,4,4,Energetic
Say Something,One Day at a Time,Kodaline,3kswR4VNp2z8f8VXUHfTSD,2020-06-12,59,233999,0.34,0.0454,0.354,0,0.167,0.216,-9.079,0.0306,103.838,4,4,Sad
Say You'll Be There - Acoustic,Say You'll Be There (Acoustic),Shaefri,4THGYAdqSKMmyugQDjz659,2020-10-07,19,202779,0.442,0.93,0.394,0.00189,0.106,0.283,-8.138,0.0322,124.634,5,3,Calm
Schloss,Schloss,Elmau Dunkel,07EmFV0AOKNsbtNonzmMJj,2019-05-24,51,222093,0.438,0.968,0.073,0.755,0.0935,0.0668,-21.944,0.0411,79.973,1,4,Calm
Seasons,Seasons,Rhys Lewis,2CEEKREL8eUBhNvsafRAsb,2021-04-16,54,199866,0.391,0.798,0.223,7.82E-06,0.219,0.147,-15.361,0.0346,100.033,8,4,Sad
Secrets,Secrets,Erik Frank,3PGYOWmCia5R4iLRnGHwyf,2018-09-28,57,215714,0.743,0.762,0.748,6.25E-05,0.0939,0.476,-4.822,0.0519,126.086,0,4,Energetic
Self Control,Self Control,Linying,1WkSt8zFDaSDkMRsJnTojE,2019-06-14,40,230975,0.593,0.935,0.233,0,0.118,0.189,-7.631,0.0423,78.834,6,4,Calm
Send It,Send It,Steve Aoki,2GXOmuU3kApsq2TWqOU5Bm,2019-10-04,60,182671,0.646,0.0199,0.979,0.776,0.38,0.091,-5.312,0.101,124.066,4,4,Happy
Send Me on My Way,Music From Party of Five,Various Artists,6hs3SDnbO3f6VQuPO4KBEb,1996-11-12,73,263333,0.5,0.114,0.681,4.01E-05,0.139,0.745,-9.556,0.0672,119.46,0,4,Happy
Sense of Home,Sense of Home,Harrison Storm,68wibJU4yMiqNX79IaLAsN,2015-03-31,61,265840,0.564,0.892,0.207,1.8E-06,0.102,0.0898,-10.926,0.032,139.933,3,4,Calm
Seven,Seven,Claudia Valentina,7FRICngbPiyTPEKF7wRC9G,2020-06-26,57,223826,0.801,0.865,0.143,0,0.132,0.562,-10.698,0.0475,119.891,7,4,Sad
Seven Nation Army,Elephant,The White Stripes,3m6KkYKdnbffMpGd9Pm9FP,2003-04-01,7,231920,0.745,0.00666,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4,4,Happy
Shackles (Praise You),Thankful,Mary Mary,5siee1e4lz8uF51OokjglA,2000-04-25,57,196240,0.79,0.0313,0.68,0,0.194,0.813,-7.807,0.153,100.442,7,4,Happy
Shake,Welcome to the New,MercyMe,099wV9XARkFSuh9Uz6hFbp,2014-04-08,5,193840,0.484,0.00121,0.961,7.15E-06,0.099,0.839,-0.67,0.158,171.954,5,4,Happy
She Kind of Looks Like You,She Kind of Looks Like You,AFTRHOURS,6dZO9UMcM7c1YLDBpEHwED,2017-07-21,41,204241,0.9,0.632,0.255,3.91E-05,0.0953,0.483,-12.664,0.221,94.978,6,4,Sad
She Remembers (Piano Solo),She Remembers (Piano Solo),Pieter Savenberg,2UaXTR0Xv4SCDQ6wIlVNxC,2020-07-30,27,122537,0.619,0.996,0.0203,0.944,0.0812,0.337,-26.572,0.0369,135.86,6,4,Calm
Shifts Of Light,Still Waters,Avery Young,0KN1zd8K3MTPQyix892mCf,2018-10-30,53,261613,0.455,0.931,0.216,0.921,0.0839,0.179,-20.107,0.0363,171.936,3,4,Calm
Shimmer,The Best of Fuel,Fuel,6DzbmjkVZpz1mrDobAoJI8,2005,57,213948,0.263,0.00192,0.784,0,0.15,0.385,-6.514,0.054,114.671,7,4,Energetic
Shimmer,Shimmer,JFDR,5GCBU0qNaeKvZBhoGDgxXR,2020-01-29,0,201384,0.532,0.765,0.214,0.0782,0.0914,0.402,-15.628,0.0324,136.137,2,4,Calm
Shine,Shine,Manse,6YbVddGFPcfOVJrxhUusbV,2019-08-02,54,163124,0.428,0.0259,0.873,2.64E-05,0.668,0.285,-3.499,0.0566,127.95,10,4,Happy
Shine On Rainy Day,Shine On Rainy Day,Brent Cobb,7quBiDUDKznmbCLDjjIUdm,2016-10-07,37,263306,0.742,0.656,0.212,2.82E-05,0.107,0.227,-12.095,0.0364,120.547,7,4,Calm
Should Have Known Better,Carrie & Lowell,Sufjan Stevens,5I6y1KWmUoV5YCaIEcs1qs,2015-03-31,65,307697,0.571,0.979,0.172,0.275,0.124,0.297,-20.7,0.0318,90.972,7,4,Sad
Should I Stay or Should I Go - Remastered,Hits Back,The Clash,3v8PlUFGQQDBIk1J86waCo,2013-08-26,68,188240,0.742,0.0838,0.844,0,0.418,0.85,-6.441,0.111,113.371,2,4,Happy
Shut Up and Dance,TALKING IS HARD,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,2014-12-02,81,199080,0.578,0.00701,0.866,0,0.257,0.619,-3.804,0.0619,128.038,1,4,Happy
Sick Boy - Trobi Remix,Sick Boy (Remixes),The Chainsmokers,5wY5vXuojS9V4e9Nh9yrwS,2018-02-09,50,169186,0.726,0.0136,0.748,0,0.217,0.349,-4.819,0.111,107.986,4,4,Energetic
Silhouette,Have You In My Wilderness,Julia Holter,4riNlzZh1Xd4xqbIWy7zfM,2015-09-25,37,233546,0.445,0.173,0.469,0.000624,0.0998,0.535,-5.981,0.0291,178.052,8,4,Sad
Silver Lining,Silver Lining,Pieter de Graaf,4w7vMUyVony198G1c79PSq,2020-04-17,46,225839,0.317,0.986,0.106,0.899,0.111,0.108,-20.574,0.0302,78.66,1,4,Calm
Simple Song,The Boy Who Cried Wolf,Passenger,70HWRkitkAKfos500LBk0T,2017-07-28,62,228480,0.631,0.616,0.402,0.0114,0.0892,0.598,-11.125,0.0286,78,5,4,Sad
Simple Song,Southern Family,Various Artists,11fpLMWAcwPENBFe3jVxJC,2016-03-11,20,240066,0.244,0.601,0.189,0.00645,0.0801,0.253,-13.214,0.0377,205.319,10,3,Calm
Sinking Man - The Walking Dead Soundtrack,The Walking Dead (AMC’s Original Soundtrack – Vol. 1),Various Artists,5Hd6DPGjqihEnWSiGRzqr6,2013-01-01,0,166560,0.684,0.905,0.0646,1.86E-05,0.0789,0.334,-18.052,0.0522,95.99,10,3,Sad
Sintra,Reflections,Made Of Gold,0b6iQfSLnYGz5VCzwndLz9,2020-06-09,49,201951,0.395,0.984,0.147,0.909,0.0724,0.167,-19.174,0.051,164.176,2,4,Calm
Siren Song - Radio Edit,Siren Song,CamelPhat,1uGXhKyK50NIXNqBKN73DS,2015-12-25,39,207301,0.71,0.00891,0.705,0.16,0.177,0.34,-7.417,0.0345,119.986,7,4,Happy
Skinny Love,"For Emma, Forever Ago",Bon Iver,1NyFRrFiJAJIaR6icj1goI,2008-05-12,67,238532,0.592,0.842,0.256,2.38E-06,0.088,0.103,-14.031,0.0449,76.361,4,4,Sad
Skinny Love,Skinny Love,Birdy,0xJtHBdhpdLuClaSQYddI4,2011-01-30,17,200939,0.387,0.96,0.298,0.00397,0.117,0.18,-8.797,0.049,87.571,4,4,Calm
Sleep,Son of a Lady,Hope Sandoval and the Warm Inventions,7C0naD1GsrGZTKGMbg7m7I,2017-09-15,25,228873,0.55,0.843,0.596,0.462,0.15,0.207,-8.962,0.0335,143.182,10,4,Sad
Slow It Down,The Lumineers,The Lumineers,0ewX9JsKy9oa4IifkFSroa,2012-01-01,0,305346,0.423,0.928,0.0657,1.4E-06,0.0922,0.105,-14.421,0.0386,98.489,1,3,Sad
Slow Motion,Slow Motion,Charlotte Lawrence,09svEvkmTi9vw4kWRyBC6X,2020-07-24,63,183849,0.665,0.423,0.61,0,0.127,0.473,-7.655,0.0436,127.976,0,4,Sad
Smile,"Alright, Still (Deluxe)",Lily Allen,79z9QkhHePTFsSeVw9uyj0,2006-07-14,75,196893,0.632,0.00143,0.639,0,0.221,0.733,-5.938,0.0259,95.506,5,4,Happy
Smile,Happy Hour,Uncle Kracker,4ZC8hXXqu2hPcDLw9QTdtQ,2009-09-11,68,201626,0.541,0.203,0.812,0,0.42,0.607,-3.764,0.0336,141.056,4,4,Happy
Smooth Criminal,Anthology,Alien Ant Farm,2T3blUc9Jnui2a0ZhuNOag,2001-01-01,0,209266,0.653,0.00287,0.966,0.0026,0.143,0.874,-4.236,0.0598,126.921,9,4,Energetic
Snowfall,Piano Piano,Florejan,51USOvxeXLH3EvL3RwWJp7,2019-11-29,31,164703,0.437,0.984,0.0747,0.914,0.109,0.175,-20.209,0.0648,117.078,1,4,Calm
Solitude,Solitude,Joep Beving,21UkknmSYISvDaQbaMIOgq,2020-04-17,57,225829,0.342,0.995,0.0311,0.92,0.131,0.0634,-26.999,0.0355,97.622,9,3,Calm
Some Kind Of Love,Wonderful Wonderful,The Killers,0vicQm86o7GnT42GdG34sA,2017-09-22,55,278093,0.246,0.713,0.482,0.226,0.102,0.0776,-9.949,0.0359,141.863,8,4,Sad
Somebody - Josef Bamba Remix Radio Edit,Somebody (Josef Bamba Remixes),Oliver Ingrosso,5riuN21I50r717iOmCJ7Kr,2017-07-21,42,227404,0.67,0.00162,0.88,0,0.261,0.312,-6.419,0.044,121.004,4,4,Happy
Somebody That I Used To Know,Making Mirrors,Gotye,1qDrWA6lyx8cLECdZE7TV7,2011-01-01,77,244884,0.865,0.548,0.521,0.000115,0.0989,0.748,-6.932,0.0371,129.059,0,4,Happy
Someday,Chapter I,City of the Sun,5zOetBDO9NONS4KnIBXtnx,2019-11-15,53,288040,0.572,0.265,0.571,0.917,0.109,0.115,-10.067,0.0331,96.986,8,4,Calm
Someone Like You,21,Adele,6QPKYGnAW9QozVz2dSWqRg,2011-01-19,79,285240,0.554,0.893,0.321,0,0.0996,0.288,-8.251,0.028,135.047,9,4,Sad
Someone New,Someone New,Thomas Gold,2GkPTpFLY0NG8jrAHPoSnn,2019-06-14,58,182812,0.655,0.00297,0.794,1.34E-05,0.1,0.389,-5.29,0.0765,127.957,6,4,Happy
Somewhere Only We Know,Somewhere Only We Know,Valentin,1EwyAL8SdJpIX0M9b1ArAp,2020-05-25,51,193750,0.472,0.84,0.305,0,0.142,0.584,-11.465,0.0295,165.9,8,4,Sad
Son of a Lady,Son of a Lady,Hope Sandoval and the Warm Inventions,1mc5ECVjhFQUMzdsvX9gwf,2017-09-15,23,225233,0.272,0.895,0.337,0.713,0.0764,0.0374,-13.724,0.0338,93.64,9,3,Sad
"Song to the Siren - Recorded at Strongroom Studios, London",Spotify Singles,Wolf Alice,0hx6wJdPlMpT254F9UYQNu,2017-11-15,42,211159,0.371,0.963,0.15,0,0.124,0.0785,-11.116,0.0294,68.774,2,4,Sad
SOS - Laidback Luke Tribute Remix / Radio Edit,SOS (Laidback Luke Tribute Remix),Avicii,3eLdNmnRWr9gIyBcqTSSti,2019-05-17,62,164516,0.572,0.0111,0.915,0,0.339,0.678,-4.451,0.0625,123.919,5,4,Energetic
South Beach,South Beach,Vicetone,4GQVsXO7jkxg43UmAd1Tbb,2018-10-12,54,201951,0.501,0.0303,0.887,2.64E-05,0.114,0.336,-3.941,0.0424,123.052,1,4,Energetic
Spirit In The Sky,Spirit In The Sky,Norman Greenbaum,7fqhrLJzKHJ0RW32N0y2Gp,1969-01-01,0,242893,0.537,0.0939,0.606,0.00559,0.11,0.582,-7.048,0.0347,128.73,2,4,Happy
Start Me Up - Remastered,Tattoo You (2009 Re-Mastered),The Rolling Stones,7HKez549fwJQDzx3zLjHKC,1981-08-24,77,213066,0.631,0.0436,0.932,0.137,0.0918,0.971,-4.142,0.0354,122.429,5,4,Happy
Stay,Stay,Gracie Abrams,0Uon5NsSAkBDx69XYOaQ5P,2019-11-21,67,177152,0.618,0.883,0.37,0,0.123,0.433,-10.5,0.0543,114.26,10,4,Sad
Stay Here,Stay Here,Olaars & Will Philips,69vYa2LVWv1TXvNIVNlJA1,2019-07-12,52,176129,0.432,0.0149,0.839,0,0.362,0.269,-3.901,0.0425,123.987,6,4,Energetic
Stay Home,Stay Home,Golden Sleep,5NRWr6U9kBI3NP7Hr7fyy8,2020-04-24,34,176000,0.234,0.992,0.174,0.942,0.148,0.362,-21.752,0.0376,66.301,9,4,Calm
Stay Still,Stay Still,Alberto L. Ferro,12nlJypOUmAV4VQxFvfAw1,2020-03-20,30,283506,0.382,0.987,0.0305,0.783,0.0921,0.0835,-26.271,0.0574,72.398,11,4,Calm
Steady,If I Was (Deluxe Edition),The Staves,7nPISm9kJLgZVhkIozoLZS,2014-10-20,42,208893,0.433,0.619,0.629,0.0012,0.11,0.222,-7.859,0.0365,138.857,11,4,Calm
"Steady, As She Goes",Broken Boy Soldiers,The Raconteurs,2VAlwOewe5c40VHyqozF1V,2006-05-15,1,215266,0.534,0.00865,0.605,0.00826,0.0781,0.56,-4.366,0.113,123.003,9,4,Happy
Still Alive,Still Alive,Mastrovita,3Y6wj6dRP3QmgXeV2zCzbn,2018-06-07,42,141951,0.65,0.3,0.912,0.668,0.306,0.729,-4.278,0.055,126.073,11,4,Energetic
Still Waiting to Start,"The Sun Will Come up, The Seasons Will Change & The Flowers Will Fall",Nina Nesbitt,1yERtbTiF9fKGxaelyLJOA,2019-11-22,54,183173,0.615,0.639,0.332,0,0.15,0.515,-10.161,0.0295,125.894,7,4,Sad
Stormy Weather,Stormy Weather,Lost Horse Mine,7oXWUVH2t0UR11AvhhY8GQ,2019-08-30,50,150169,0.444,0.00308,0.382,0.816,0.0915,0.197,-9.324,0.0397,123.59,2,3,Calm
Story Of A Violin,Story Of A Violin,Sandro Silva,3JjPOBCCKmvtgSsVIDqFDl,2019-06-07,52,154692,0.548,0.0125,0.864,0.287,0.818,0.161,-6.835,0.0881,128.196,11,4,Happy
Strange Dreams,Solo Piano,Ella van der Woude,0YXPmthF2oHLQCYIGkSrZy,2020-02-14,30,133918,0.308,0.988,0.0229,0.819,0.0935,0.148,-26.941,0.0406,145.717,9,4,Calm
Streets,Rivals,Kensington,265poZGWCyWo6h5tq7kiA6,2014-08-08,0,185358,0.376,0.000874,0.771,8.98E-06,0.274,0.419,-5.8,0.0422,168.154,6,4,Happy
Stricken,Ten Thousand Fists,Disturbed,4VGUcTzWj0ebZ0UgI9irJL,2005-09-19,0,245109,0.404,8.51E-05,0.969,0.0114,0.268,0.29,-2.938,0.195,173.878,8,4,Energetic
Stuck In The Middle With You,Reservoir Dogs (Original Motion Picture Soundtrack),Various Artists,1b7LMtXCXGc2EwOIplI35z,2009-01-01,73,203893,0.795,0.0934,0.564,0.000531,0.0631,0.961,-10.482,0.0392,124.166,7,4,Happy
Stupify,The Sickness (10th Anniversary Edition),Disturbed,54cWVWqgyFukgDKQYmaKM3,2010-03-12,61,274000,0.597,0.00108,0.939,9.77E-05,0.201,0.422,-3.001,0.0446,98,1,4,Energetic
Such Great Heights,Around The Well,Iron & Wine,7vcuTZAFyu0Z5dgMRLR0h0,2009-05-19,0,251280,0.61,0.808,0.275,0.913,0.403,0.552,-10.644,0.028,94.088,6,4,Sad
Sudden Love - Acoustic,"Parallels, Vol. II",The Woodlands,3FKvMu3dvPhj7vUIHUIM4H,2016-01-07,53,182213,0.717,0.839,0.312,2.04E-06,0.124,0.315,-12.202,0.0335,130.569,0,4,Calm
Suds & Soda,Worst Case Scenario,dEUS,0MaUnKwsHKRj4qjLDuBG66,1994-01-01,42,314200,0.149,8.51E-05,0.79,0.000248,0.0903,0.39,-7.93,0.052,170.289,4,4,Happy
Sugar Sugar,Doogal,Doogal,19qzSe9XbN4BdJdvxBK5Xl,2006-03-07,0,169373,0.754,0.398,0.708,0,0.129,0.965,-7.92,0.0278,122.471,2,4,Happy
"Sugar, We're Goin Down","Sugar, We're Goin Down",Roses & Revolutions,0UbctctuhxpwiQrbX8m3uO,2019-05-31,5,209500,0.69,0.848,0.237,0,0.134,0.365,-10.433,0.0357,131.885,11,4,Calm
Suhpratti,Hum,Parazal,4A6C6K8c8IukPda2f0rI8J,2020-07-24,38,186542,0.564,0.974,0.0515,0.765,0.114,0.214,-15.118,0.0338,93.961,11,4,Calm
Summer Boredom,Solo Piano,Ella van der Woude,1B96GJer0xmo0t9rZg5V4c,2020-02-14,29,150031,0.496,0.994,0.0281,0.951,0.0813,0.157,-24.864,0.0372,72.124,2,3,Calm
Summer-Blink,Treasure Hiding: The Fontana Years,Cocteau Twins,66epoq09V61hukB4Sdm3Q4,2018-10-05,22,189653,0.491,0.168,0.599,0,0.166,0.189,-6.741,0.0274,80.048,5,4,Sad
Sun In Our Eyes - Don Diablo Remix,Sun In Our Eyes (Don Diablo Remix),MØ,1Cfws8y490Zpsqsyeme6V1,2018-08-08,55,206452,0.699,0.0589,0.861,2.64E-06,0.0794,0.315,-3.09,0.173,125.942,4,3,Happy
Sunspots,Comforter,Bodywash,2yNeqUczAqpKSo8vFF00CR,2019-08-30,7,283230,0.379,0.00565,0.499,0.125,0.077,0.335,-13.923,0.0411,155.993,4,4,Sad
Supermarket,Manuela,Manuela,2K1OMOjqHBoJf3NT4J6meQ,2017-04-21,17,224727,0.588,0.812,0.352,0.0564,0.126,0.655,-9.624,0.0403,146.718,10,4,Sad
Supersonic (feat. Christian Burns),Supersonic (feat. Christian Burns),Swanky Tunes,2d0UsAbvuAiCyR4oV6fiOq,2019-02-18,52,245783,0.34,0.00814,0.923,0.000829,0.385,0.13,-3.864,0.131,127.789,0,4,Energetic
Superstition,Number 1's,Stevie Wonder,4dwrL3Z5U2RZ6MZiKE2PgL,2007-01-01,1,244826,0.648,0.0182,0.751,0.000401,0.0418,0.863,-8.582,0.0806,100.437,8,4,Happy
Surrender,Surrender,Natalie Taylor,0ecC8p17cDNlxHXkuYqeR6,2019-10-29,84,183103,0.39,0.8,0.448,0.182,0.107,0.077,-8.57,0.0276,144.89,5,5,Sad
Surrender,Surrender,Birdy,65cQkOFngSgj37Gnzp4ry4,2021-01-22,62,234240,0.353,0.661,0.386,0.000231,0.0806,0.269,-10.927,0.045,147.808,0,4,Calm
Sweet Caroline,Sweet Caroline,Neil Diamond,5akBpqWmFWEHoBGRIrR5aK,1969-01-01,0,203573,0.525,0.623,0.131,0.000145,0.254,0.616,-15.937,0.0281,63.071,11,4,Happy
Swerve City,Koi No Yokan,Deftones,2OUR8g12h5qsGDs1v5lqvp,2012-11-09,55,164986,0.457,0.0001,0.964,0.00811,0.67,0.372,-2.963,0.0656,111.972,10,4,Energetic
Swingsets,Swingsets,Nell Mescal,6UElPL7agw60e5IaaQBptJ,2020-11-12,49,196875,0.378,0.74,0.265,0.0643,0.101,0.182,-10.336,0.0292,76.097,8,4,Sad
Switch It,Switch It,BLVD.,3DLvDnN0C8pAHpCZK0H9kK,2020-09-30,36,268800,0.603,0.0787,0.885,0.0939,0.0686,0.302,-1.26,0.0483,149.956,5,4,Energetic
Symmetry - Dark Version,Symmetry (Dark Version),SYML,6xgMqv60ltHfEn3o8cbkET,2020-02-28,0,233200,0.444,0.977,0.036,0.00458,0.109,0.157,-18.933,0.0433,72.702,2,4,Calm
Take Everything,Take Everything,Gareth Emery,2L93hpsnJ8scBHIQFZzh1b,2018-12-14,54,212238,0.506,0.0234,0.823,0.000916,0.303,0.405,-5.272,0.0424,133.954,6,4,Happy
"Take Me Home, Country Roads",Sings John Denver,Mountain Man,2UJ9eh4cex6ulccBrskJXd,2019-02-26,48,212212,0.294,0.941,0.0598,0,0.144,0.254,-13.03,0.0365,82.088,11,4,Calm
Take on Me,Hunting High and Low,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,1985-06-01,84,225280,0.573,0.018,0.902,0.00125,0.0928,0.876,-7.638,0.054,84.412,6,4,Happy
Takeaway (feat. Lennon Stella) - Andrew Rayel Remix,Takeaway (feat. Lennon Stella) [Remixes],The Chainsmokers,16QhpULFOW9fE2yvXsJV6A,2019-11-01,62,180000,0.468,0.000187,0.83,0,0.0875,0.162,-3.301,0.0727,126.835,8,4,Energetic
Takeoff,Takeoff,Silo Silo,4iKSrwTBu0vLSqmZUXSGXr,2020-05-01,53,194666,0.44,0.625,0.32,0.886,0.0823,0.0694,-12.011,0.0323,180.036,4,4,Calm
Talking In Your Sleep,In Heat,The Romantics,7fRvtXvJMpGfTLdF0M09a1,1983-02-14,61,235093,0.72,0.0289,0.967,0.000345,0.142,0.977,-4.434,0.0343,129.766,9,4,Happy
Target,Target,Tom Kalani,60tHXabTlAhzlkXRDWl9cp,2019-11-16,55,183000,0.55,0.714,0.471,0.952,0.0815,0.261,-16.049,0.0295,159.983,5,4,Calm
Teardrop - Remastered 2006,Bite Size Massive Attack,Massive Attack,1ZekzmhuM380sFcUZePjmL,2006-01-01,0,328026,0.612,0.0204,0.463,0.653,0.183,0.17,-7.653,0.035,76.98,11,4,Sad
Teardrops - Single Version,Music For Groovin',Various Artists,5HiKQLlJ3LAuz8J9yHB0HX,2007-01-01,60,230573,0.879,0.037,0.693,0.119,0.18,0.966,-10.577,0.046,133.231,11,4,Happy
Tears Don't Fall,The Poison,Bullet For My Valentine,1kdiiFGX1Htx0aVZYaDwEJ,2006-02-14,61,348386,0.212,0.000725,0.926,4.83E-06,0.081,0.262,-3.378,0.14,162.103,7,4,Energetic
Teenage Dirtbag,Wheatus,Wheatus,25FTMokYEbEWHEdss5JLZS,1999-02-15,68,241666,0.625,0.346,0.85,0.000233,0.174,0.633,-3.904,0.0495,94.661,4,4,Happy
Tegel,Tegel,Lambert,5Vh9sUjTiivWtvKmif40wy,2020-05-01,42,151764,0.233,0.993,0.0997,0.937,0.105,0.123,-25.616,0.0456,84.309,1,4,Calm
Television [Single Version],Television,Delmer Darion,2dY98tCejSSvgvO3PiaLwG,2020-09-02,12,238058,0.603,0.906,0.365,0.618,0.14,0.578,-15.875,0.0365,139.952,6,4,Calm
Telling Tales,Telling Tales,Song Sung,3AfZWVkAf2ipi68BMVvfwq,2020-05-26,36,252499,0.425,0.0262,0.555,0.284,0.206,0.247,-11.806,0.0287,108.991,0,4,Sad
Thank You for the Venom,Three Cheers for Sweet Revenge,My Chemical Romance,0BpKPyXhWsTaWkgXeOd1Sn,2004-06-08,61,221093,0.486,0.00237,0.977,0,0.298,0.413,-3.463,0.0603,103.501,7,4,Energetic
The A Team,The A Team,Ed Sheeran,2vBF8A6n0REigm7RSUM65S,2011-05-01,34,258588,0.626,0.678,0.286,0,0.134,0.366,-9.933,0.0374,84.954,9,4,Sad
The Blower's Daughter,O,Damien Rice,4B2lJinAkeNLSJjcq3dg8Q,2003-06-03,55,286653,0.342,0.134,0.2,0.000153,0.341,0.0743,-13.569,0.0324,133.113,4,4,Calm
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,2iAq1y8jEVOQM6OA8L0XtO,1976,0,266720,0.319,0.242,0.712,0.000414,0.294,0.773,-9.742,0.0535,78.114,8,4,Happy
The Calvary Cross,Live in Studio,Still Corners,65IP0rTvP6hFkIUNODG2VK,2019-11-25,32,306893,0.661,0.675,0.425,0.13,0.104,0.19,-10.317,0.0312,114.042,9,4,Sad
The Choice,The Last of Us,Gustavo Santaolalla,2IXJyG1DX93g2EhFXghz37,2013-06-07,59,102373,0.303,0.909,0.00338,0.89,0.116,0.347,-30.932,0.0493,50.96,4,4,Calm
The Dazzler,Ex:Re,Ex:Re,12oa6kHYN9FamPdcpSM54i,2018-11-30,0,281567,0.775,0.343,0.218,0.00596,0.0866,0.361,-11,0.0461,133.036,9,4,Sad
The Disappearance of the Unmoved Mover,The Disappearance of the Unmoved Mover,So Vea,62uEGHla1SOT2rhVAyMn6K,2020-03-06,54,269296,0.627,0.879,0.427,0.878,0.0977,0.132,-11.498,0.0283,112.043,11,4,Calm
The Discovery,The Discovery,Sulfur Springs,5NKK0t7lYlyDsT5auDYKmq,2019-10-04,55,193000,0.414,0.827,0.127,0.822,0.0919,0.0354,-22.097,0.0383,130.021,0,4,Calm
The Dreamer,The Dreamer,Charles Bolt,3XnQ3OqmfvP5Sh6gACEKnG,2020-03-19,55,178148,0.235,0.983,0.0363,0.92,0.0823,0.0481,-18.9,0.0335,160.704,0,5,Calm
The Five Times I Loved You,Pyramid Train,Cora Zea,0W4RUo3m0jL0wHADS0PLme,2020-05-15,50,205695,0.41,0.988,0.0845,0.93,0.109,0.0795,-21.814,0.0327,92.033,4,4,Calm
the frost,sentience,praam,7l4b5JYnl1WwUfvJgKmUwr,2020-01-24,35,254440,0.259,0.956,0.259,0.942,0.0923,0.0403,-18.89,0.0594,123.693,3,4,Calm
The Funeral,The Road Mix: Music From The Television Series One Tree Hill Vol. 3,Various Artists,4Ao5JXfOIMJGlVo8sJpjFr,2007-04-02,0,321146,0.316,0.0143,0.769,0,0.0928,0.118,-5.285,0.0422,122.458,0,4,Sad
The Good in Goodbye (Alternate Version),The Good in Goodbye (Alternate Version),Alexander Wren,4IUfRZY8k9MHRsStnjMTUb,2019-10-25,40,249576,0.709,0.59,0.299,0.00292,0.111,0.423,-9.001,0.0297,112.984,0,3,Sad
The Hardest Button To Button,Elephant,The White Stripes,5vVwPth7ccUHil5wsUG7ky,2003-04-01,56,212426,0.692,0.0097,0.515,0.292,0.103,0.549,-8.488,0.0678,128.469,4,4,Energetic
